DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS46773.2023.10181789,Mitigating Catastrophic Forgetting in Deep Transfer Learning for Fingerprinting Indoor Positioning,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","transfer learning, transfer learning, deep learning, transfer learning, transfer learning","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, transfer learning, transfer learning, deep learning, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS46773.2023.10181884,An Open Source Compatible Framework to Fully Autonomous Digital LDO Generation,"Author Affiliations, Abstract, Author Keywords","ann, dropout, dropout","Author Affiliations, Abstract, Author Keywords","ann, dropout, dropout"
10.1109/ISCAS46773.2023.10181492,Self-supervised Visual Odometry Based on Geometric Consistency,"Abstract, Author Keywords","supervised learning, supervised learning","Abstract, Abstract, Author Keywords, Author Keywords","supervised learning, supervised learning, supervised learning, supervised learning"
10.1109/ISCAS46773.2023.10181590,Financial Loan Overdue Risk Detection via Meta-path-based Graph Neural Network,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, neural network, machine learning, neural network, machine learning"
10.1109/ISCAS46773.2023.10181650,Architectures and Circuits for Analog-memory-based Hardware Accelerators for Deep Neural Networks (Invited),Author Keywords,deep learning,Author Keywords,deep learning
10.1109/ISCAS46773.2023.10181899,A multi-core memristor chip for Stochastic Binary STDP,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS46773.2023.10181832,Design and Analysis of Isolated Voltage-Mode Memristor Cellular Nonlinear Network Cells,Abstract,cnn,Abstract,cnn
10.1109/ISCAS46773.2023.10181529,Energy-/Area-Efficient Spintronic ANN-based Digit Recognition via Progressive Modular Redundancy,"Document Title, Author Keywords, Author Keywords","ann, artificial neural network, neural network","Document Title, Abstract, Author Keywords, Author Keywords","ann, precision, artificial neural network, neural network"
10.1109/ISCAS46773.2023.10181355,Live Demonstration: A Dry electrode-based Brain Computer Interface for P300-based Car Driving,"Abstract, Author Keywords","neural network, neural network","Abstract, Author Keywords","neural network, neural network"
10.1109/ISCAS46773.2023.10181757,Live Demonstration: Human Body Communication Health Monitoring System Using Flexible Substrate,Abstract,dropout,Abstract,dropout
10.1109/ISCAS46773.2023.10181482,Live Demonstration: Hybrid RRAM and SRAM SoC for Fused Frame and Event Target Tracking,Abstract,cnn,Abstract,cnn
10.1109/ISCAS46773.2023.10181749,Live Demonstration: Layer-wise Configurable CNN Accelerator with High PE Utilization,"Document Title, Abstract","cnn, cnn","Document Title, Abstract","cnn, cnn"
10.1109/ISCAS58744.2024.10558541,A Two-step Fine-tuning Assisted Layout Sizing Scheme for Analog/RF Circuits,"Abstract, IEEE Terms","transfer learning, transfer learning","Abstract, Abstract, IEEE Terms, IEEE Terms, IEEE Terms","transfer learning, transfer learning, transfer learning, machine learning, transfer learning"
10.1109/ISCAS58744.2024.10558211,A Reduced Spiking Neural Network Architecture for Energy Efficient Context-Dependent Reinforcement Learning Tasks,"Document Title, Document Title, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, spiking neural network, reinforcement learning, reinforcement learning, neural network, spiking neural network, reinforcement learning, reinforcement learning"
10.1109/ISCAS58744.2024.10558008,Machine Learning with Real-time and Small Footprint Anomaly Detection System for In-Vehicle Gateway,Abstract,deep learning,"Document Title, Abstract, Abstract, Author Keywords","machine learning, deep learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10558279,Obfuscation of FSMs for Secure Outsourcing of Neural Network Inference onto FPGAs,"Document Title, Author Keywords","neural network, neural network","Document Title, Author Keywords","neural network, neural network"
10.1109/ISCAS58744.2024.10558569,PBN: Progressive Batch Normalization for DNN Training on Edge Device,"Document Title, Abstract, Author Keywords, IEEE Terms","batch normalization, batch normalization, batch normalization, backpropagation","Document Title, Abstract, Author Keywords, IEEE Terms","batch normalization, batch normalization, batch normalization, backpropagation"
10.1109/ISCAS58744.2024.10558498,A 10-MHz 5-V On-chip 6-layer Multi-level Digital Transformer Using T18HVG2 Process,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558014,An Ultra-Low Power Time-Domain based SNN Processor for ECG Classification,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, ann, neural network, spiking neural network","Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, ann, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557990,SuperHCA: A Super-Resolution Accelerator with Sparsity-Aware Heterogeneous Core Architecture,"Abstract, Author Keywords","deep learning, deep learning","Abstract, Author Keywords","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558454,Calculating Color Differences of Images via Siamese Neural Network,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS58744.2024.10557971,A 1.41µW Motion Sensing Front-End for Passive Infrared Sensors,Author Affiliations,ann,Author Affiliations,ann
10.1109/ISCAS58744.2024.10558289,A 16.41 TOPS/W CNN Accelerator with Event-Based Layer Fusion for Real-Time Inference,"Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn","Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS58744.2024.10558105,An End-to-End Deep-Learning-Based Indirect Time-of-Flight Image Signal Processor,"Abstract, Abstract, Abstract, IEEE Terms","neural network, convolutional neural network, cnn, deep learning","Abstract, Abstract, Abstract, Abstract, IEEE Terms","neural network, convolutional neural network, cnn, mae, deep learning"
10.1109/ISCAS58744.2024.10558221,An FPGA-Based Accelerator Enabling Efficient Support for CNNs with Arbitrary Kernel Sizes,"Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network","Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558245,Content-adaptive Variable Resolution Framework for Intra Coding,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn, mse"
10.1109/ISCAS58744.2024.10558061,i6mA-CNN: A Web-based System to Identify DNA N6-Methyladenine Sites in Mouse Genomes,"Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","cnn, cnn, neural network, recurrent neural network, deep learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","cnn, cnn, precision, recall, test set, neural network, recurrent neural network, deep learning"
10.1109/ISCAS58744.2024.10558208,Human Activity Recognition Using Wi-Fi Signals based on Tokenized Signals with Attention,"Abstract, Abstract, Author Keywords","transformer, attention mechanism, transformer","Abstract, Abstract, Author Keywords","transformer, attention mechanism, transformer"
10.1109/ISCAS58744.2024.10558538,DSA-QoE: Quality of Experience Evaluation for Streaming Video Based on Dual-Stage Attention,"Abstract, Author Keywords","attention mechanism, transformer","Abstract, Author Keywords","attention mechanism, transformer"
10.1109/ISCAS58744.2024.10558429,FS-BAND: A Frequency-Sensitive Banding Detector,"Author Keywords, IEEE Terms","deep learning, deep learning","Author Keywords, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558190,Hardware Accelerator for MobileViT Vision Transformer with Reconfigurable Computation,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","transformer, neural network, convolutional neural network, transformer, cnn, neural network, deep neural network, transformer","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","transformer, neural network, convolutional neural network, transformer, cnn, neural network, deep neural network, transformer"
10.1109/ISCAS58744.2024.10558413,ADHD Classification with Robust Biomarker Detection Using Knowledge Distillation,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558078,Live Demonstration: 5-bit signed SRAM-based DNN CIM for Image Recognition,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558704,Fault Diagnosis for Hybrid AC/DC Power System Based on Convolutional Neural Network with Transfer Learning,"Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, transfer learning, neural network, convolutional neural network, deep learning, transfer learning, cnn, neural network, convolutional neural network, transfer learning, transfer learning","Document Title, Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","neural network, convolutional neural network, transfer learning, transfer learning, neural network, convolutional neural network, deep learning, transfer learning, cnn, transfer learning, neural network, convolutional neural network, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS58744.2024.10558088,Empirical Study on the Impact of Few-Cost Proxies,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, neural architecture search, neural architecture search, deep learning","Abstract, Abstract, Author Keywords, Author Keywords","neural network, neural architecture search, neural architecture search, deep learning"
10.1109/ISCAS58744.2024.10558433,A 19.7 TFLOPS/W Multiply-less Logarithmic Floating-Point CIM Architecture with Error-Reduced Compensated Approximate Adder,"Abstract, Abstract","neural network, neural network training","Abstract, Abstract, Abstract","neural network, neural network training, precision"
10.1109/ISCAS58744.2024.10558086,A Hardware-Friendly Alternative to Softmax Function and Its Efficient VLSI Implementation for Deep Learning Applications,"Document Title, Document Title, Abstract, Abstract, IEEE Terms","softmax function, deep learning, softmax function, deep learning, deep learning","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, IEEE Terms","softmax function, deep learning, softmax function, deep learning, machine learning, precision, deep learning"
10.1109/ISCAS58744.2024.10557998,FIRNet: Forward-Inverse Reinforcement Network For Image Restoration Through Scattering Media,"Abstract, Author Keywords","deep learning, deep learning","Abstract, Author Keywords","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558155,"VPU-CIM: A 130nm, 33.98 TOPS/W RRAM based Compute-In-Memory Vector Co-Processor","Abstract, Author Keywords, IEEE Terms","deep learning, cnn, deep learning","Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, precision, cnn, precision, deep learning"
10.1109/ISCAS58744.2024.10558577,A Fully Integrated NB-IoT Wake-Up Receiver Utilizing An Optimized OFDM 12-Point FFT Wake-Up Engine,Author Affiliations,ann,Author Affiliations,ann
10.1109/ISCAS58744.2024.10558671,Tangible User Interface Everywhere Based on Imperceptible Structured Light,Abstract,neural network,"Abstract, Abstract","neural network, precision"
10.1109/ISCAS58744.2024.10557867,An Iterative Image Inpainting Method Using Mask Shrinking,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558214,Optoelectronic Computing Evaluation and Deployment Platform Based on a 256-MAC Silicon Photonic Chip,"Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network","Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network"
10.1109/ISCAS58744.2024.10558188,Finite Set Model Predictive Control for PWM Rectifiers Based on Data-driven Neural Network Predictor,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS58744.2024.10558636,BETA: Binarized Energy-Efficient Transformer Accelerator at the Edge,"Document Title, Abstract","transformer, transformer","Document Title, Abstract, Abstract","transformer, transformer, precision"
10.1109/ISCAS58744.2024.10558043,A Ready-to-Use RTL Generator for Systolic Tensor Arrays and Analysis Using Open-Source EDA Tools,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558571,Learning-Based Conditional Image Compression,"Abstract, Abstract, Author Keywords, Author Keywords","transformer, deep learning, transformer, deep learning","Abstract, Abstract, Author Keywords, Author Keywords","transformer, deep learning, transformer, deep learning"
10.1109/ISCAS58744.2024.10558016,A Transient Response Improved Digital LDO with an Approximate CEAG Analog-to-Frequency Domain Converter,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10558232,A Novel Low-Complexity Massive MIMO Detector with Near-Optimum Performance,"Abstract, Author Keywords","gradient descent, gradient descent","Abstract, Author Keywords","gradient descent, gradient descent"
10.1109/ISCAS58744.2024.10558339,Fault Detection and Location of Transmission Lines Based on Convolutional Neural Network,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, test set, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558177,CIMR-V: An End-to-End SRAM-based CIM Accelerator with RISC-V for AI Edge Device,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS58744.2024.10558320,Live Demonstration: Using ANNs to Predict the Evolution of Spectrum Occupancy,Abstract,long short-term memory,Abstract,long short-term memory
10.1109/ISCAS58744.2024.10557871,ASAUN-CS: Adaptive Stage Activated Unfolding Network for Compressive Sensing,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10558558,Embedding Guide: Improving Watermarking Robustness and Imperceptibility based on Attention and Edge Information,"Abstract, Abstract, Author Keywords","attention mechanism, deep learning, deep learning","Abstract, Abstract, Author Keywords","attention mechanism, deep learning, deep learning"
10.1109/ISCAS58744.2024.10558540,Improving the Accuracy of Analog-Based In-Memory Computing Accelerators Post-Training,"Abstract, Abstract, Abstract","neural network, deep neural network, transformer","Abstract, Abstract, Abstract","neural network, deep neural network, transformer"
10.1109/ISCAS58744.2024.10558641,Low-latency Buffering for Mixed-precision Neural Network Accelerator with MulTAP and FQPipe,"Document Title, Abstract, Abstract","neural network, neural network, activation functions","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords","neural network, precision, neural network, activation functions, precision, precision"
10.1109/ISCAS58744.2024.10558583,Multi-scale Attentive Fusion Network for Remote Sensing Image Change Captioning,"Abstract, Abstract","transformer, cnn","Abstract, Abstract","transformer, cnn"
10.1109/ISCAS58744.2024.10558358,Accelerating Frequency-domain Convolutional Neural Networks Inference using FPGAs,"Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network","Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558302,Swin Transformer for Pedestrian and Occluded Pedestrian Detection,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","transformer, transformer, cnn, transformer, deep learning","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","transformer, transformer, cnn, transformer, deep learning"
10.1109/ISCAS58744.2024.10558119,DP-FFN: Block-Based Dynamic Pooling for Accelerating Feed-Forward Layers in Transformers,"Abstract, Author Keywords, IEEE Terms","transformer, transformer, transformer","Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","transformer, precision, transformer, clustering, transformer"
10.1109/ISCAS58744.2024.10558658,Memristor-based hardware and algorithms for higher-order Hopfield optimization solver outperforming quadratic Ising machines,Author Keywords,neural network,Author Keywords,neural network
10.1109/ISCAS58744.2024.10558186,Odour Localization in Neuromorphic Systems,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557950,A K-Band Eight-Element Dual-Beam Receiver With Current-Sharing-Based Low-Power Technique for LEO SATCOM in 65-nm CMOS,Abstract,dropout,Abstract,dropout
10.1109/ISCAS58744.2024.10557958,A Min-Max Optimization Framework for Multi-task Deep Neural Network Compression,"Document Title, Document Title, Author Keywords","neural network, deep neural network, deep learning","Document Title, Document Title, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, machine learning, deep learning, machine learning"
10.1109/ISCAS58744.2024.10558632,Adaptive Weighting Feature Aggregation using Particle Swarm Optimization for Image Retrieval,"Author Keywords, Author Keywords","neural network, convolutional neural network","Author Keywords, Author Keywords","neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558699,Dynamically Adaptive Accumulator for in-sensor ANN Hardware Accelerators,"Document Title, Abstract, Abstract","ann, neural network, ann","Document Title, Abstract, Abstract","ann, neural network, ann"
10.1109/ISCAS58744.2024.10557881,Most Significant One-Driven Shifting Dynamic Efficient Multipliers for Large Language Models,Abstract,transformer,"Abstract, Abstract","transformer, precision"
10.1109/ISCAS58744.2024.10558628,A Fast Transient PMOS LDO with AP3 Buffer and Shaped-Hybrid-Bias EA Techniques Achieving 8.15ps FOM,Abstract,dropout,Abstract,dropout
10.1109/ISCAS58744.2024.10558566,Streamlining DNN Obfuscation to Defend Against Model Stealing Attacks,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558516,A Reconfigurable Fused Multiply-Accumulate For Miscellaneous Operators in Deep Neural Network,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network, softmax function, neural network, deep neural network","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, deep neural network, neural network, deep neural network, softmax function, precision, neural network, deep neural network, precision"
10.1109/ISCAS58744.2024.10558682,A V-Band Low-Phase-Noise VCO with Transformer-Based Gm-Boosting Technique,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558307,Efficient Hardware Design of DNN for RF Signal Modulation Recognition,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558328,Enhancing IoT Security with a Hardware Accelerated Machine Learning Model coupling Autoencoder and Long-Short-Term-Memory for Anomaly Detection,"Document Title, Abstract, Abstract, Author Keywords","autoencoder, long short-term memory, autoencoder, autoencoder","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","autoencoder, machine learning, long short-term memory, autoencoder, machine learning, dimensionality reduction, autoencoder, dimensionality reduction"
10.1109/ISCAS58744.2024.10558101,Accelerating BPTT-Based SNN Training with Sparsity-Aware and Pipelined Architecture,"Author Keywords, Author Keywords","neural network, spiking neural network","Author Keywords, Author Keywords","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557906,A Multi-Stride Convolution Acceleration Algorithm for CNNs,"Abstract, Abstract, Author Keywords","neural network, deep neural network, cnn","Abstract, Abstract, Author Keywords","neural network, deep neural network, cnn"
10.1109/ISCAS58744.2024.10557831,An Ultra-Lightweight Time Period CNN Based Model with AI Accelerator Design for Arrhythmia Classification,"Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, neural network","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, data preprocessing, neural network"
10.1109/ISCAS58744.2024.10558009,Noise Decomposition Based on VGG and LSTM Networks,"Abstract, Abstract, Abstract","neural network, convolutional neural network, long short-term memory","Abstract, Abstract, Abstract","neural network, convolutional neural network, long short-term memory"
10.1109/ISCAS58744.2024.10558018,Rapid Diagnostics for Colorectal Cancer using Lab-on-Chip Technology with Machine Learning,"Abstract, Abstract","neural network, convolutional neural network","Document Title, Abstract, Abstract, Author Keywords","machine learning, neural network, convolutional neural network, machine learning"
10.1109/ISCAS58744.2024.10558171,A FPGA-based Energy-Efficient Processor for Radar-based Continuous Fall Detection,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network","Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10557860,A Physical Reservoir Computing Processor for ECG-to-PCG Signals Prediction,"Abstract, Abstract","neural network, recurrent neural network","Abstract, Abstract","neural network, recurrent neural network"
10.1109/ISCAS58744.2024.10558403,SFFTNet: Sparse Feature Fusion Transformer Network for Image Deblurring,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","transformer, transformer, attention mechanism, u-net, deep learning, transformer, deep learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","transformer, transformer, attention mechanism, u-net, deep learning, transformer, deep learning"
10.1109/ISCAS58744.2024.10558321,Blind Quality Assessment of Panoramic Images Based on Multiple Viewport Sequences,"Abstract, Abstract","neural network, recurrent neural network","Abstract, Abstract","neural network, recurrent neural network"
10.1109/ISCAS58744.2024.10558159,A Method for Swift Selection of Appropriate Approximate Multipliers for CNN Hardware Accelerators,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS58744.2024.10558094,Design and FPGA Implementation of a Light-Weight Calibration-Friendly Eye Gaze Tracking Algorithm,"Abstract, Abstract","neural network, convolutional neural network","Abstract, Abstract","neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558468,Live Demonstration: Real-time audio and visual inference on the RAMAN TinyML accelerator,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10558434,An Attention Network With Self-Supervised Learning for Rheumatoid Arthritis Scoring,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","supervised learning, deep learning, supervised learning, deep learning, supervised learning, supervised learning","Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","supervised learning, supervised learning, deep learning, supervised learning, supervised learning, mae, rmse, deep learning, supervised learning, supervised learning, supervised learning, supervised learning"
10.1109/ISCAS58744.2024.10558531,Axial Attention Transformer for Fast High-quality Image Style Transfer,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","transformer, neural network, convolutional neural network, transformer, cnn, transformer, neural style transfer","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","transformer, neural network, convolutional neural network, transformer, cnn, transformer, neural style transfer, data preprocessing"
10.1109/ISCAS58744.2024.10558684,Enhancing the PE Utilization for Multi-Precision Systolic Array via Optimizing Computation Latency,Abstract,cnn,"Document Title, Abstract, Abstract","precision, cnn, precision"
10.1109/ISCAS58744.2024.10558351,SPAT: FPGA-based Sparsity-Optimized Spiking Neural Network Training Accelerator with Temporal Parallel Dataflow,"Document Title, Document Title, Document Title","neural network, spiking neural network, neural network training","Document Title, Document Title, Document Title","neural network, spiking neural network, neural network training"
10.1109/ISCAS58744.2024.10558603,Retraining-free Constraint-aware Token Pruning for Vision Transformer on Edge Devices,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558315,An FPGA-Based High-Throughput Dataflow Accelerator for Lightweight Neural Network,"Document Title, Author Keywords","neural network, neural network","Document Title, Author Keywords","neural network, neural network"
10.1109/ISCAS58744.2024.10558587,Enabling Efficient Hardware Acceleration of Hybrid Vision Transformer (ViT) Networks at the Edge,Document Title,transformer,Document Title,transformer
10.1109/ISCAS58744.2024.10558116,Automatic Personality Recognition via XLNet with Refined Highway and Switching Module for Chatbot,Author Keywords,deep learning,Author Keywords,deep learning
10.1109/ISCAS58744.2024.10558051,Fast and Lightweight Automatic Modulation Recognition using Spiking Neural Network,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558151,LATextSpotter: Empowering Transformer Decoder with Length Perception Ability,"Document Title, Abstract","transformer, transformer","Document Title, Abstract","transformer, transformer"
10.1109/ISCAS58744.2024.10558228,A Fully Integrated LDO Using Synchronous VTC and Asynchronous Step Detection Recovery for Under-1 V Supply Voltage Application,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10558324,HWSim: Hardware Similarity Learning for Intellectual Property Piracy Detection,"Abstract, Author Keywords","neural network, neural network","Abstract, Abstract, Author Keywords","neural network, auc score, neural network"
10.1109/ISCAS58744.2024.10558436,TPARN: A Network for Enhancing Synthetic Video Quality After 3D-HEVC Encoding,Author Keywords,cnn,Author Keywords,cnn
10.1109/ISCAS58744.2024.10558242,A Capacitor-less Hybrid LDO for Low Frequency Supply Noise Suppression Achieving 99.87% Efficiency and 3.32ps Response Time in 65nm,"Author Affiliations, Abstract, Author Keywords","ann, dropout, dropout","Author Affiliations, Abstract, Author Keywords","ann, dropout, dropout"
10.1109/ISCAS58744.2024.10558107,Smart Clothing using Antenna and Memristive ANN,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords","ann, artificial neural network, neural network, artificial neural network, neural network","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","ann, artificial neural network, neural network, artificial neural network, neural network"
10.1109/ISCAS58744.2024.10558598,Conure: Surrogate-based Artwork Generator for RFCMOS Integrated Inductors,"Abstract, Abstract, Author Keywords, Author Keywords","artificial neural network, neural network, artificial neural network, neural network","Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","artificial neural network, neural network, artificial neural network, neural network, machine learning"
10.1109/ISCAS58744.2024.10557835,An In-Memory Power Efficient Computing Architecture with Emerging VGSOT MRAM Device,Author Keywords,neural network,Author Keywords,neural network
10.1109/ISCAS58744.2024.10558286,A Precision-Optimized Fixed-Point Near-Memory Digital Processing Unit for Analog In-Memory Computing,"Abstract, Abstract, Author Keywords","batch normalization, deep learning, deep learning","Document Title, Abstract, Abstract, Author Keywords","precision, batch normalization, deep learning, deep learning"
10.1109/ISCAS58744.2024.10558455,Deep Learning Based Source Direction Estimation with Magnitude-only Array Measurements,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, attention mechanism, attention mechanism, deep learning, deep learning","Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, attention mechanism, attention mechanism, deep learning, deep learning"
10.1109/ISCAS58744.2024.10558518,HfO2-Based Synaptic Spiking Neural Network Evaluation to Optimize Design and Testing Cost,"Document Title, Document Title","neural network, spiking neural network","Document Title, Document Title, Abstract, Author Keywords, IEEE Terms","neural network, spiking neural network, machine learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10558470,Spiking-Hybrid-YOLO for Low-Latency Object Detection,"Abstract, Author Keywords, Author Keywords","ann, neural network, spiking neural network","Abstract, Author Keywords, Author Keywords","ann, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558588,An Efficient Sparse-Aware Summation Optimization Strategy for DNN Accelerator,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558103,Spiking Auto-Encoder Using Error Modulated Spike Timing Dependant Plasticity,IEEE Terms,supervised learning,"IEEE Terms, IEEE Terms","supervised learning, supervised learning"
10.1109/ISCAS58744.2024.10557889,Multi-Kernel Attention Encoder For Time-Domain Speech Separation,"Abstract, Author Keywords","attention mechanism, deep learning","Abstract, Author Keywords","attention mechanism, deep learning"
10.1109/ISCAS58744.2024.10557839,On-Chip Adaptation for Reducing Mismatch in Analog Non-Volatile Device Based Neural Networks,Abstract,neural network,Abstract,neural network
