DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS51556.2021.9401339,Efficient Quantization and Multi-Precision Design of Arithmetic Components for Deep Learning,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","deep learning, precision, activation functions, precision, neural network, deep neural network, deep learning, precision, deep learning"
10.1109/ISCAS51556.2021.9401429,Efficient Machine Learning Algorithm for Embedded Tactile Data Processing,"Abstract, Author Keywords","inference time, embedded machine learning","Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning, machine learning"
10.1109/ISCAS51556.2021.9401719,Almost-Nonvolatile IGZO-TFT-Based Near-Sensor In-Memory Computing,Abstract,energy consumption,Abstract,neural network
10.1109/ISCAS48785.2022.9937425,An Energy-Efficient CNN Accelerator for Multi-object Real-Time Semantic Segmentation in Autonomous Vehicle,"Document Title, Abstract, Abstract","energy-efficient, resource-constrained, energy-efficient","Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS48785.2022.9937753,A Reconfigurable Depth-Wise Convolution Module for Heterogeneously Quantized DNNs,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization","Abstract, Author Keywords, IEEE Terms","precision, precision, deep learning"
10.1109/ISCAS48785.2022.9937772,A general tree-based machine learning accelerator with memristive analog CAM,Abstract,energy consumption,"Document Title, Abstract, Abstract, Abstract","machine learning, deep learning, bagging, training set"
10.1109/ISCAS48785.2022.9937948,SQNR-based Layer-wise Mixed-Precision Schemes with Computational Complexity Consideration,"Abstract, Abstract, IEEE Terms","on-device ai, quantization, quantization","Document Title, Abstract, Abstract, Abstract, IEEE Terms","precision, neural network, deep learning, precision, deep learning"
10.1109/ISCAS48785.2022.9937595,Improving the Precision of SORN Arithmetic by Introducing Fused Operations,"Abstract, IEEE Terms","quantization, quantization","Document Title, Abstract","precision, precision"
10.1109/ISCAS48785.2022.9937549,Hardware Implementation of Stochastic Computing-based Morphological Neural Systems,IEEE Terms,low-power ,"Abstract, Abstract, IEEE Terms, IEEE Terms","neural network, activation functions, neural network, machine learning"
10.1109/ISCAS48785.2022.9938010,A 161.6 TOPS/W Mixed-mode Computing-in-Memory Processor for Energy-Efficient Mixed-Precision Deep Neural Networks,"Document Title, Abstract, Author Keywords","energy-efficient, energy-efficient, energy-efficient","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","precision, neural network, deep neural network, precision, precision, deep learning"
10.1109/ISCAS48785.2022.9937651,A Fast Compressed Hardware Architecture for Deep Neural Networks,Author Keywords,pruning,"Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, convolutional neural network, cnn, neural network, convolutional neural network, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937275,Improving Energy Efficiency of Convolutional Neural Networks on Multi-core Architectures through Run-time Reconfiguration,Abstract,low-power ,"Author Affiliations, Abstract, Author Keywords","ann, cnn, cnn"
10.1109/ISCAS48785.2022.9937584,ReverSearch: Search-based energy-efficient Processing-in-Memory Architecture,Document Title,energy-efficient,Abstract,precision
10.1109/ISCAS48785.2022.9937234,Performance-aware Lightweight Dynamic Early-Exit-based Gait Authentication,Abstract,inference time,"Abstract, Abstract","neural network, reinforcement learning"
10.1109/ISCAS48785.2022.9937467,A 12TOPS/W Computing-in-Memory Accelerator for Convolutional Neural Networks,Abstract,energy consumption,Author Keywords,cnn
10.1109/ISCAS48785.2022.9938013,A 4-bit Integer-Only Neural Network Quantization Method Based on Shift Batch Normalization,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization","Document Title, Document Title, Author Keywords","neural network, batch normalization, neural network"
10.1109/ISCAS48785.2022.9937576,A Non-conventional Sum-and-Max based Neural Network layer for Low Power Classification,"Abstract, Abstract","low-power , pruning",Document Title,neural network
10.1109/ISCAS48785.2022.9937618,Selective Input Sparsity in Spiking Neural Networks for Pattern Classification,Abstract,inference time,"Abstract, Abstract, Abstract","neural network, spiking neural network, training set"
10.1109/ISCAS48785.2022.9937922,Ultra-Low-Power IoT 30nW 474mV 19 ppm/°C Voltage Reference and 2 nA 470 ppm/°C Current Reference,"Document Title, Abstract","low-power , low-power ","Abstract, Author Keywords","precision, precision"
10.1109/ISCAS48785.2022.9937733,Object Contact Shape Classification Using Neuromorphic Spiking Neural Network with STDP Learning,Abstract,raspberry pi,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, deep learning, neural network, spiking neural network"
10.1109/ISCAS48785.2022.9937966,Physics-based modeling of a bi-layer Al₂O₃/Nb₂O₅ analog memristive device,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, Abstract","artificial neural network, neural network"
10.1109/ISCAS48785.2022.9937207,Design Space Exploration of Dense and Sparse Mapping Schemes for RRAM Architectures,"Abstract, IEEE Terms","quantization, quantization","Author Affiliations, Abstract, Author Keywords","ann, deep learning, deep learning"
10.1109/ISCAS48785.2022.9938015,Reduce Computing Complexity of Deep Neural Networks Through Weight Scaling,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","low-power , quantization, pruning, quantization, quantization","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms","neural network, deep neural network, precision, neural network, deep neural network, precision, deep learning"
10.1109/ISCAS48785.2022.9937939,Wavelet Transform Assisted Neural Networks for Human Activity Recognition,Abstract,resource-constrained,"Author Affiliations, Abstract","ann, ann"
10.1109/ISCAS48785.2022.9937290,Histogram-Equalized Quantization for logic-gated Residual Neural Networks,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization",Author Keywords,cnn
10.1109/ISCAS48785.2022.9937541,PRUNIX: Non-Ideality Aware Convolutional Neural Network Pruning for Memristive Accelerators,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","pruning, quantization, pruning, pruning, quantization","Document Title, Document Title, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS48785.2022.9937837,Privacy-preserving Social Distance Monitoring on Microcontrollers with Low-Resolution Infrared Sensors and CNNs,"Document Title, Abstract, Abstract, IEEE Terms","microcontrollers , mcu, energy consumption, quantization","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS48785.2022.9937940,"Optimizing a Multispectral-Images-Based DL Model, Through Feature Selection, Pruning and Quantization","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, pruning, quantization, pruning, inference time, quantization, pruning, quantization","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","feature selection, deep learning, feature selection, deep learning, feature selection"
10.1109/ISCAS48785.2022.9937294,SCOLAR: A Spiking Digital Accelerator with Dual Fixed Point for Continual Learning,"Abstract, IEEE Terms","quantization, quantization","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, spiking neural network, precision, neural network, spiking neural network, precision"
10.1109/ISCAS48785.2022.9937748,Structured and tiled-based pruning of Deep Learning models targeting FPGA implementations,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","pruning, model compression, quantization, pruning, pruning, quantization","Document Title, Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937832,Optimization of DRAM based PIM Architecture for Energy-Efficient Deep Neural Network Training,"Document Title, Abstract","energy-efficient, energy-efficient","Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, IEEE Terms","neural network, deep neural network, neural network training, neural network, deep neural network, precision, deep learning"
10.1109/ISCAS48785.2022.9937872,Power-Aware Computing on GPGPU Systems Using ML Classification Techniques,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, Abstract","deep learning, machine learning"
10.1109/ISCAS48785.2022.9937603,C-NMT: A Collaborative Inference Framework for Neural Machine Translation,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS48785.2022.9937676,ConfAx: Exploiting Approximate Computing for Configurable FPGA CNN Acceleration at the Edge,IEEE Terms,energy consumption,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS48785.2022.9937770,AxRSU: Approximate Radix-4 Squarer Unit,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, Abstract, Abstract, IEEE Terms","machine learning, mean squared error, mse, machine learning"
10.1109/ISCAS48785.2022.9937531,A Resource-Saving Energy-Efficient Reconfigurable Hardware Accelerator for BERT-based Deep Neural Network Language Models using FFT Multiplication,"Document Title, Abstract, Author Keywords","energy-efficient, resource-constrained, resource-constrained","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep neural network, neural network, deep neural network, attention mechanism, transformer, deep learning"
10.1109/ISCAS48785.2022.9937840,Framework to Benchmark CNNs (FaBCNN) for Processing Real-Time HD Video Streams on FPGAs,Abstract,resource-constrained,"Abstract, Author Keywords","cnn, cnn"
10.1109/ISCAS48785.2022.9937613,Tiny ci-SAR A/D Converter for Deep Neural Networks in Analog in-Memory Computation,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, Abstract, IEEE Terms","neural network, deep neural network, deep learning"
10.1109/ISCAS48785.2022.9937514,Hybrid CMOS-RRAM Spiking CNNs with Time-Domain Max-pooling and Integrator Re-use,Abstract,energy-efficient,Abstract,cnn
10.1109/ISCAS48785.2022.9937567,Efficient Fine-Tuning of BERT Models on the Edge,"Abstract, Abstract, Abstract","resource-constrained, memory-efficient, memory usage","Abstract, Author Keywords, Author Keywords, Author Keywords","machine learning, transfer learning, machine learning, transfer learning"
10.1109/ISCAS48785.2022.9937660,UCViT: Hardware-Friendly Vision Transformer via Unified Compression,"Abstract, Abstract, IEEE Terms, IEEE Terms","quantization, energy consumption, quantization, energy consumption","Document Title, Abstract, Author Keywords, Author Keywords","transformer, transformer, neural network, transformer"
10.1109/ISCAS48785.2022.9937459,A Compact Online-Learning Spiking Neuromorphic Biosignal Processor,Abstract,low-power ,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS48785.2022.9937875,Improving Spiking Neural Network Accuracy Using Time-based Neurons,Abstract,low-power ,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, spiking neural network, deep learning, artificial neural network, neural network, spiking neural network, ann"
10.1109/ISCAS48785.2022.9937985,Energy-Efficient Intelligent Pulmonary Auscultation for Post COVID-19 Era Wearable Monitoring Enabled by Two-Stage Hybrid Neural Network,"Document Title, Abstract","energy-efficient, energy-efficient","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS48785.2022.9937572,Multi-Robot Formation Control using Collective Behavior Model and Reinforcement Learning,Abstract,energy-efficient,"Document Title, Abstract, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS48785.2022.9937282,Short Floating-Point CNN Accelerator for Brain-Computer Interface to Decode Visual Information,Author Keywords,quantization,"Document Title, Abstract, Abstract, Author Keywords","cnn, generative adversarial network, leaky relu, generative adversarial network"
10.1109/ISCAS48785.2022.9937323,SaleNet: A low-power end-to-end CNN accelerator for sustained attention level evaluation using EEG,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","low-power , model compression, quantization, pruning, model compression, quantization","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, cnn, clustering, neural network, convolutional neural network, cnn"
10.1109/ISCAS48785.2022.9937827,An Always-On tinyML Acoustic Classifier for Ecological Applications,"Document Title, Author Keywords","tinyml, tinyml","Abstract, Author Keywords","svm, svm"
10.1109/ISCAS48785.2022.9937621,A Compact Low-Noise Digital Pixel with 15-bit Two-Step PFM-based ADC for IRFPAs,"Abstract, IEEE Terms","quantization, quantization",Abstract,precision
10.1109/ISCAS48785.2022.9937293,tinyRadar: mmWave Radar based Human Activity Classification for Edge Computing,"Abstract, Author Keywords, Author Keywords","cmsis-nn, tinyml, cmsis-nn","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS48785.2022.9937415,Towards Task-aware Signal Compression for Efficient Continuous Health Monitoring,Author Keywords,low-power ,Abstract,precision
10.1109/ISCAS48785.2022.9937904,An Energy-Efficient YOLO Accelerator Optimizing Filter Switching Activity,"Document Title, Abstract","energy-efficient, memory-efficient","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS48785.2022.9937756,An Event-Driven Compressive Neuromorphic System for Cardiac Arrhythmia Detection,"Abstract, IEEE Terms","energy consumption, energy consumption","Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network"
10.1109/ISCAS48785.2022.9937266,An Efficient Hardware Architecture for DNN Training by Exploiting Triple Sparsity,"Abstract, Abstract","low-power , pruning","Author Keywords, Author Keywords, Author Keywords","neural network, deep neural network, neural network training"
10.1109/ISCAS48785.2022.9937206,A 11.6μ W Computing-on-Memory-Boundary Keyword Spotting Processor with Joint MFCC-CNN Ternary Quantization,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, keyword spotting, low-power , quantization, keyword spotting, quantization, keyword spotting, quantization","Document Title, Abstract","cnn, cnn"
10.1109/ISCAS48785.2022.9937843,A High Resolution Chemical Sensing Front-end with Integrated Sigma Delta Quantisation,IEEE Terms,quantization,Abstract,precision
10.1109/ISCAS48785.2022.9937283,Mixed-Precision Quantization of U-Net for Medical Image Segmentation,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization","Document Title, Document Title, Abstract, Abstract, Author Keywords","u-net, precision, u-net, precision, u-net"
10.1109/ISCAS48785.2022.9937792,Edge Computation-in-Memory for In-situ Class-incremental Learning with Knowledge Distillation,"Document Title, Abstract, Abstract, Author Keywords","knowledge distillation, not available, knowledge distillation, knowledge distillation","Abstract, Abstract, Abstract","neural network, backpropagation, precision"
10.1109/ISCAS48785.2022.9937271,Recovering Accuracy of RRAM-based CIM for Binarized Neural Network via Chip-in-the-loop Training,Abstract,bnn,"Document Title, Abstract","neural network, neural network"
10.1109/ISCAS48785.2022.9937781,Compute-In-Memory Using 6T SRAM for a Wide Variety of Workloads,"Abstract, IEEE Terms","quantization, quantization","Abstract, IEEE Terms","precision, machine learning"
10.1109/ISCAS48785.2022.9937538,PSCNN: A 885.86 TOPS/W Programmable SRAM-based Computing-In-Memory Processor for Keyword Spotting,"Document Title, Abstract","keyword spotting, keyword spotting","Abstract, Abstract","neural network, cnn"
10.1109/ISCAS48785.2022.9937544,Automated Quantization Range Mapping for DAC/ADC Non-linearity in Computing-In-Memory,"Document Title, Abstract, Abstract, IEEE Terms","quantization, low-power , quantization, quantization","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS48785.2022.9937849,Efficient Neural Networks with Spatial Wise Sparsity Using Unified Importance Map,"Abstract, Author Keywords","pruning, pruning","Abstract, Abstract, Author Keywords","neural network, cnn, neural network"
10.1109/ISCAS48785.2022.9937645,An Automated Compiler for RISC-V Based DNN Accelerator,"Abstract, Author Keywords","tvm, tvm",IEEE Terms,deep learning
10.1109/ISCAS48785.2022.9937743,Algorithm-Hardware Co-Optimization for Cost-Efficient ML-based ISP Accelerator,Abstract,energy consumption,"Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS48785.2022.9937510,An Ultra Energy Efficient Streaming-based FPGA Accelerator for Lightweight Neural Network,Abstract,resource-constrained,"Document Title, Abstract, Abstract, Abstract","neural network, neural network, cnn, machine learning"
10.1109/ISCAS48785.2022.9937836,Triplet Confidence for Robust Out-of-vocabulary Keyword Spotting,"Document Title, Abstract, Author Keywords","keyword spotting, keyword spotting, keyword spotting","Author Keywords, IEEE Terms","attention mechanism, deep learning"
10.1109/ISCAS48785.2022.9937924,Efficient Search for Efficient Architecture,"Abstract, Author Keywords, Author Keywords","pruning, pruning, neural architecture search",Author Keywords,neural architecture search
10.1109/ISCAS48785.2022.9937233,A QP-adaptive Mechanism for CNN-based Filter in Video Coding,"Abstract, IEEE Terms","quantization, quantization","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, convolution layer, cnn, neural network, convolutional neural network"
10.1109/ISCAS48785.2022.9937828,HPSW-CIM: A Novel ReRAM-Based Computing-in-Memory Architecture with Constant-Term Circuit for Full Parallel Hybrid-Precision-Signed-Weight MAC Operation,"Abstract, Abstract","edge ai, low-power ","Document Title, Abstract","precision, precision"
10.1109/ISCAS48785.2022.9937292,Analog-memory-based 14nm Hardware Accelerator for Dense Deep Neural Networks including Transformers,Abstract,energy-efficient,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","transformer, precision, transformer, deep learning, deep learning"
10.1109/ISCAS48785.2022.9937272,SNNIM: A 10T-SRAM based Spiking-Neural-Network-In-Memory architecture with capacitance computation,Abstract,energy consumption,"Author Keywords, Author Keywords","neural network, spiking neural network"
10.1109/ISCAS48785.2022.9937639,A Lightweight Spiking GAN Model for Memristor-centric Silicon Circuit with On-chip Reinforcement Adversarial Learning,Abstract,energy-efficient,"Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, generative adversarial network, spiking neural network, backpropagation, reinforcement learning, generative adversarial network, reinforcement learning"
10.1109/ISCAS48785.2022.9937269,Analog Image Denoising with an Adaptive Memristive Crossbar Network,Abstract,energy consumption,Abstract,mse
10.1109/ISCAS48785.2022.9937284,Unstructured Weight Pruning in Variability-Aware Memristive Crossbar Neural Networks,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","pruning, pruning, energy consumption, pruning, quantization","Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords","artificial neural network, neural network, ann, artificial neural network, neural network, ann"
10.1109/ISCAS48785.2022.9937521,An Event-driven Spiking Neural Network Accelerator with On-chip Sparse Weight,Abstract,energy-efficient,"Document Title, Document Title, Abstract, Abstract, Abstract","neural network, spiking neural network, artificial neural network, neural network, ann"
10.1109/ISCAS48785.2022.9937714,TDPRO: Ultra-low Power ECG Processor with High-Precision Time-Domain Computing Engine,Abstract,low-power ,"Document Title, Abstract","precision, precision"
10.1109/ISCAS48785.2022.9937461,Bionic Robust Memristor-Based Artificial Nociception System for Robotics,"Abstract, IEEE Terms","quantization, quantization",Abstract,precision
10.1109/ISCAS46773.2023.10182131,A User-Friendly Fast and Accurate Simulation Framework for Non-Ideal Factors in Computing-in-Memory Architecture,Abstract,energy-efficient,Abstract,neural network
10.1109/ISCAS46773.2023.10181357,tuGEMM: Area-Power-Efficient Temporal Unary GEMM Architecture for Low-Precision Edge AI,Document Title,edge ai,"Document Title, Abstract, IEEE Terms","precision, deep learning, deep learning"
10.1109/ISCAS46773.2023.10181759,1.7pJ/SOP Neuromorphic Processor with Integrated Partial Sum Routers for In-Network Computing,Abstract,energy-efficient,Abstract,neural network
10.1109/ISCAS46773.2023.10181706,Ultra-Lightweight CNN Based Fast Intra Prediction for VVC Screen Content Coding,Abstract,pruning,"Document Title, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, deep learning"
10.1109/ISCAS46773.2023.10182122,Thermal-Induced Multi-State Memristors for Neuromorphic Engineering,"Abstract, Abstract","energy-efficient, energy consumption",Abstract,neural network
10.1109/ISCAS46773.2023.10181440,A Min-Heap-Based Accelerator for Deterministic On-the-Fly Pruning in Neural Networks,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning","Abstract, Abstract","neural network, gated recurrent unit"
10.1109/ISCAS46773.2023.10181465,Hardware-efficient Softmax Approximation for Self-Attention Networks,Abstract,pruning,"Abstract, Abstract","transformer, softmax function"
10.1109/ISCAS46773.2023.10181800,Machine Learning Based Flip-Flop Grouping for Toggling Driven Clock Gating,"Abstract, Author Keywords","memory usage, low-power ","Document Title, Abstract, Abstract, Abstract, Abstract, IEEE Terms","machine learning, neural network, long short-term memory, autoencoder, machine learning, machine learning"
10.1109/ISCAS46773.2023.10181505,Open the box of digital neuromorphic processor: Towards effective algorithm-hardware co-design,"Abstract, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS46773.2023.10182145,Unified Accelerator for Attention and Convolution in Inference Based on FPGA,Abstract,energy-efficient,"Abstract, Abstract, Author Keywords","transformer, cnn, neural network"
10.1109/ISCAS46773.2023.10181695,An Adaptive Quantization Method for CNN Activations,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization","Document Title, Abstract, Abstract, Author Keywords","cnn, neural network, cnn, cnn"
10.1109/ISCAS46773.2023.10181639,Skip-ST: Anomaly Detection for Medical Images Using Student-Teacher Network with Skip Connections,"Abstract, Author Keywords","knowledge distillation, knowledge distillation",Author Keywords,deep learning
10.1109/ISCAS46773.2023.10182197,A 1.97 TFLOPS/W Configurable SRAM-Based Floating-Point Computation-in-Memory Macro for Energy-Efficient AI Chips,"Document Title, Abstract, Abstract","energy-efficient, low-power , energy-efficient","Abstract, Abstract, Abstract","neural network, neural network training, precision"
10.1109/ISCAS46773.2023.10181602,An Area-Efficient Ultra-Low-Power Time-Domain Feature Extractor for Edge Keyword Spotting,"Document Title, Document Title, Abstract, Abstract, Author Keywords","low-power , keyword spotting, low-power , keyword spotting, keyword spotting","Abstract, Abstract, Author Keywords","neural network, precision, long short-term memory"
10.1109/ISCAS46773.2023.10181631,RepSGD: Channel Pruning Using Reparamerization for Accelerating Convolutional Neural Networks,"Document Title, Abstract, Author Keywords","pruning, pruning, pruning","Abstract, Abstract, Author Keywords","convolution layer, cnn, cnn"
10.1109/ISCAS46773.2023.10181895,A/D Alleviator: Reducing Analog-to-Digital Conversions in Compute-In-Memory with Augmented Analog Accumulation,"Abstract, Abstract, IEEE Terms","quantization, energy-efficient, quantization",Abstract,precision
10.1109/ISCAS46773.2023.10181582,Edge FPGA-based Onsite Neural Network Training,Abstract,energy-efficient,"Document Title, Document Title, Author Keywords","neural network, neural network training, neural network"
10.1109/ISCAS46773.2023.10181328,A 129.83 TOPS/W Area Efficient Digital SOT/STT MRAM-Based Computing-In-Memory for Advanced Edge AI Chips,"Document Title, Abstract","edge ai, edge ai","Abstract, Author Keywords","precision, neural network"
10.1109/ISCAS46773.2023.10181366,Two-Layered Oscillatory Neural Networks with Analog Feedforward Majority Gate for Image Edge Detection Application,Abstract,edge ai,"Abstract, Abstract","neural network, unsupervised learning"
10.1109/ISCAS46773.2023.10181378,Energy-Efficient Stochastic Computing for Convolutional Neural Networks by Using Kernel-wise Parallelism,"Document Title, Abstract, IEEE Terms","energy-efficient, energy consumption, energy consumption",Abstract,precision
10.1109/ISCAS46773.2023.10181778,"Empirical study on the efficiency of Spiking Neural Networks with axonal delays, and algorithm-hardware benchmarking",Abstract,energy consumption,"Abstract, Abstract","neural network, machine learning"
10.1109/ISCAS46773.2023.10181694,Training Acceleration of Frequency Domain CNNs Using Activation Compression,"Abstract, IEEE Terms","energy consumption, energy consumption",Abstract,backpropagation
10.1109/ISCAS46773.2023.10182159,A Systolic Array Architecture for SVM Classifier for Machine Learning on Embedded Devices,Abstract,resource-constrained,"Document Title, Document Title, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","machine learning, svm, machine learning, svm, machine learning, machine learning, support vector machine"
10.1109/ISCAS46773.2023.10181596,A 110nW Always-on Keyword Spotting Chip using Spiking CNN in 40nm CMOS,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","keyword spotting, quantization, keyword spotting, artificial intelligence of things, keyword spotting, low-power ","Document Title, Abstract, Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, neural network, convolutional neural network"
10.1109/ISCAS46773.2023.10181827,More AddNet: A deeper insight into DNNs using FPGA-optimized multipliers,"Abstract, IEEE Terms","quantization, quantization","Abstract, Author Keywords, Author Keywords, Author Keywords","precision, neural network, neural network training, precision"
10.1109/ISCAS46773.2023.10181974,Sparsity Through Spiking Convolutional Neural Network for Audio Classification at the Edge,"Abstract, Abstract, IEEE Terms","quantization, energy-efficient, quantization","Document Title, Document Title, Abstract, Abstract, Abstract","neural network, convolutional neural network, neural network, convolutional neural network, precision"
10.1109/ISCAS46773.2023.10181950,TinyML for EEG Decoding on Microcontrollers,"Document Title, Abstract, Abstract, Abstract","tinyml, low-power , neural architecture search, nas","Abstract, Abstract, Abstract","neural network, convolutional neural network, neural architecture search"
10.1109/ISCAS46773.2023.10181761,Data-Driven Offline Optimization of Deep CNN models for EEG and ECoG Decoding,Author Keywords,nas,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","cnn, transformer, cnn, machine learning, cnn, machine learning"
10.1109/ISCAS46773.2023.10181925,Low Power Hardware Architecture for Sampling-free Bayesian Neural Networks inference,Abstract,bnn,"Abstract, Abstract, Author Keywords","activation functions, relu activation, neural network"
10.1109/ISCAS46773.2023.10181746,"A TinyML based Portable, Low-Cost Microwave Head Imaging System for Brain Stroke Detection","Document Title, Abstract, Abstract, Abstract, Author Keywords","tinyml, tinyml, quantization, pruning, tinyml","Abstract, Author Keywords, Author Keywords","deep learning, deep learning, machine learning"
10.1109/ISCAS46773.2023.10181420,A Reconfigurable 1T1C eDRAM-based Spiking Neural Network Computing-In-Memory Processor for High System-Level Efficiency,Abstract,low-power ,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS46773.2023.10181402,FPCIM: A Fully-Parallel Robust ReRAM CIM Processor for Edge AI Devices,Document Title,edge ai,"Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS46773.2023.10181580,A Subthreshold-Inverter-Based Strong PUF with High Reliability and Energy Efficiency,"Abstract, Abstract","energy-efficient, energy consumption","Abstract, Abstract","machine learning, support vector machine"
10.1109/ISCAS46773.2023.10181432,A Spiking Neural Network Accelerator based on Ping-Pong Architecture with Sparse Spike and Weight,Abstract,low-power ,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS46773.2023.10181985,Quark: An Integer RISC-V Vector Processor for Sub-Byte Quantized DNN Inference,Author Keywords,quantization,"Abstract, Abstract, Author Keywords","neural network, precision, machine learning"
10.1109/ISCAS46773.2023.10181356,Design of a Sleep Modulation System with FPGA-Accelerated Deep Learning for Closed-loop Stage-Specific In-Phase Auditory Stimulation,"Abstract, Abstract, IEEE Terms","low-power , quantization, quantization","Document Title, Abstract, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ISCAS46773.2023.10181655,Auto-LUT: Auto Approximation of Non-Linear Operations for Neural Networks on FPGA,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization",Abstract,neural network
10.1109/ISCAS46773.2023.10181921,GERALT: Real-time Detection of Evasion Attacks in Deep Learning Systems,Abstract,resource-constrained,"Document Title, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, deep learning, neural network, deep neural network, deep learning"
10.1109/ISCAS46773.2023.10182025,Fast and Accurate Detection of Audio Adversarial Examples,Abstract,keyword spotting,Author Keywords,neural network
10.1109/ISCAS46773.2023.10182186,Resource-efficient Face Detector Using 1.5-bit Frame-to-frame Delta Quantization for Image Based Always-on Wake-up Application,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization","Abstract, Abstract, Author Keywords","neural network, convolutional neural network, neural network"
