DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS58744.2024.10558608,Bayesian Inference Accelerator for Spiking Neural Networks,"Abstract, Abstract, Author Keywords","deep learning, precision, ann","Abstract, Abstract, Author Keywords","deep learning, precision, ann"
10.1109/ISCAS58744.2024.10558602,Development and Evaluation of an IoT-Driven Auto-Infusion System with Advanced Monitoring and Alarm Functionalities,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10558458,A Fast Transient Response Capless LDO Regulator Achieving -78 dB of PSR Up to 2 MHz,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10558130,Evolution Strategy and Controlled Residual Convolutional Neural Networks for ADC Calibration in the Absence of Ground Truth,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep learning, precision, neural network, deep learning","Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep learning, precision, neural network, deep learning"
10.1109/ISCAS58744.2024.10558362,Integrating a hippocampus memory model into a neuromorphic robotic-arm for trajectory navigation,"Abstract, Abstract","precision, recall","Abstract, Abstract","precision, recall"
10.1109/ISCAS58744.2024.10558053,A 28nm Energy-Area-Efficient Row-based pipelined Training Accelerator with Mixed FXP4/FP16 for On-Device Transfer Learning,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, batch normalization, precision, transfer learning, transfer learning, transfer learning, transfer learning","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","transfer learning, transfer learning, batch normalization, precision, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS58744.2024.10558465,REVBiT: REVerse Engineering of BiTstream for LUT Extraction & Logic Identification,Author Keywords,deep learning,Author Keywords,deep learning
10.1109/ISCAS58744.2024.10558308,An End-to-End SoC for Brain-Inspired CNN-SNN Hybrid Applications,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, spiking neural network, cnn, neural network, convolutional neural network, spiking neural network, cnn","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network, spiking neural network, cnn, neural network, convolutional neural network, spiking neural network, cnn"
10.1109/ISCAS58744.2024.10557844,Adversarial Label Flipping Attack on Supervised Machine Learning-Based HT Detection Systems,"Document Title, Abstract, Abstract, Author Keywords","machine learning, machine learning, recall, machine learning","Document Title, Abstract, Abstract, Author Keywords","machine learning, machine learning, recall, machine learning"
10.1109/ISCAS58744.2024.10557829,Simultaneous Quantification of Multiple Drugs by Machine Learning on Electrochemical Sensors,"Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, artificial neural network, neural network, cross-entropy loss, ann, machine learning, machine learning, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, artificial neural network, neural network, cross-entropy loss, ann, machine learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10558533,High Voltage Transformer Condition Monitoring Using Memristive Echo State Networks,"Document Title, Abstract, Abstract, Author Keywords","transformer, transformer, precision, neural network","Document Title, Abstract, Abstract, Author Keywords","transformer, transformer, precision, neural network"
10.1109/ISCAS58744.2024.10558303,An FPGA-based kNN Seach Accelerator for point cloud registration,"Document Title, Abstract, Author Keywords","knn, knn, knn","Document Title, Abstract, Author Keywords","knn, knn, knn"
10.1109/ISCAS58744.2024.10558041,Securing On-Chip Learning: Navigating Vulnerabilities and Potential Safeguards in Spiking Neural Network Architectures,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, spiking neural network, neural network, spiking neural network, machine learning, machine learning, machine learning","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, spiking neural network, neural network, spiking neural network, machine learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10558493,P2E-LGAN: PPG to ECG Reconstruction Methodology using LSTM based Generative Adversarial Network,"Document Title, Abstract, Abstract, Abstract, Abstract","generative adversarial network, generative adversarial network, mean absolute error, mae, rmse","Document Title, Abstract, Abstract, Abstract, Abstract","generative adversarial network, generative adversarial network, mean absolute error, mae, rmse"
10.1109/ISCAS58744.2024.10558282,Stable Diffusion with Memristive Cellular Neural Networks,Author Keywords,neural network,Author Keywords,neural network
10.1109/ISCAS58744.2024.10557970,Walsh-domain Neural Network for Power Amplifier Behavioral Modelling and Digital Predistortion,"Document Title, Abstract, Author Keywords","neural network, neural network, neural network","Document Title, Abstract, Author Keywords","neural network, neural network, neural network"
10.1109/ISCAS58744.2024.10558681,Edge-weighted Graph Neural Networks for Post-placement Interconnect Capacitance Estimation of Analog Circuits,Abstract,mean absolute error,Abstract,mean absolute error
10.1109/ISCAS58744.2024.10557992,An FPGA-Based Reconfigurable Accelerator for Convolution-Transformer Hybrid EfficientViT,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558600,Live Demonstration: A Wearable Eight-Channel A-Mode Ultrasound System for Hand Gesture Recognition and Interactive Gaming,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS58744.2024.10558118,Massive MIMO Signal Detection using SRAM-based In-Memory Computing,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS58744.2024.10558209,Co-optimized training of models with synaptic delays for digital neuromorphic accelerators,"Abstract, Abstract","neural network, precision","Abstract, Abstract","neural network, precision"
10.1109/ISCAS58744.2024.10557996,A Real-Time Machine Learning Module for Motion Artifact Detection in fNIRS,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, support vector machine, svm, machine learning, svm, machine learning","Document Title, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","machine learning, support vector machine, svm, machine learning, svm, machine learning"
10.1109/ISCAS58744.2024.10558638,Single Slope ADC with Reset Counting for FeFET-based In-Memory Computing,"Abstract, Author Keywords","neural network, neural network","Abstract, Author Keywords","neural network, neural network"
10.1109/ISCAS58744.2024.10558175,Machine Learning Based Design of Magnetic Coupler for Wireless Power Transfer,"Document Title, IEEE Terms","machine learning, machine learning","Document Title, IEEE Terms","machine learning, machine learning"
10.1109/ISCAS58744.2024.10558360,Q-learning Assisted LASSO-based Thermal Sensor Placement for Thermal-aware Multi-core Systems,Abstract,feature selection,Abstract,feature selection
10.1109/ISCAS58744.2024.10558192,A 420 GOPS/W CGRA with a Configurable MAC and Dynamic Truncation,"Abstract, Abstract","neural network, precision","Abstract, Abstract","neural network, precision"
10.1109/ISCAS58744.2024.10558440,High Accuracy and Low Latency Mixed Precision Neural Network Acceleration for TinyML Applications on Resource-Constrained FPGAs,"Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, precision, machine learning, precision, precision","Document Title, Document Title, Abstract, Abstract, Author Keywords","neural network, precision, machine learning, precision, precision"
10.1109/ISCAS58744.2024.10558497,Code Property Graph based Cross-Domain Vulnerability Detection via Deep Fused Feature,"Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","deep learning, transfer learning, transfer learning, transfer learning, transfer learning","Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms","deep learning, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS58744.2024.10558237,MLConnect: A Machine Learning Based Connection Prediction Framework for Error Correction in Recovered Circuit,"Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, neural network, machine learning","Document Title, Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, neural network, machine learning"
10.1109/ISCAS58744.2024.10557837,HSViT: A Hardware and Software Collaborative Design for Vision Transformer via Multi-level Compression,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10557842,Examination of the Relationship between Feature Extraction by Kernels and CNN Performance,"Document Title, Abstract, Author Keywords","cnn, cnn, cnn","Document Title, Abstract, Author Keywords","cnn, cnn, cnn"
10.1109/ISCAS58744.2024.10558379,A 422.1 Mpixels/J Tile-based 4K Super Resolution Processor with Variable Bit Compression,Author Keywords,cnn,Author Keywords,cnn
10.1109/ISCAS58744.2024.10558293,An Efficient Hiding Countermeasure with Xilinx MMCM Primitive in Spread Mode,Abstract,deep learning,Abstract,deep learning
10.1109/ISCAS58744.2024.10558182,In-Memory Transformer Self-Attention Mechanism Using Passive Memristor Crossbar,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","transformer, attention mechanism, transformer, attention mechanism, neural network, transformer, neural network training, backpropagation","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords","transformer, attention mechanism, transformer, attention mechanism, neural network, transformer, neural network training, backpropagation"
10.1109/ISCAS58744.2024.10558441,Modeling of DC-DC Converters with Neural Ordinary Differential Equations,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","neural ordinary differential equations, neural network, neural ordinary differential equations, overfitting, precision, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","neural ordinary differential equations, neural network, neural ordinary differential equations, overfitting, precision, machine learning"
10.1109/ISCAS58744.2024.10557963,A Trusted Inference Mechanism for Edge Computing Based on Post-Quantum Encryption,Author Keywords,cnn,Author Keywords,cnn
10.1109/ISCAS58744.2024.10557917,Two-step Classification Neuron Circuits for Low-power and High-integration SNN Systems,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557984,Squeeze-Excite Fusion Based Multimodal Neural Network for Sleep Stage Classification with Flexible EEG/ECG Signal Acquisition Circuit,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","neural network, neural network, convolutional neural network, neural network, transfer learning, transfer learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms, IEEE Terms","neural network, neural network, convolutional neural network, neural network, transfer learning, transfer learning"
10.1109/ISCAS58744.2024.10558677,Agriculture Impact on Climate Change and Climate Change Impact on Agriculture - Low Power Design,"Abstract, IEEE Terms","machine learning, machine learning","Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ISCAS58744.2024.10558649,A 3.55 mJ/frame Energy-efficient Mixed-Transformer based Semantic Segmentation Accelerator for Mobile Devices,"Document Title, Abstract, Author Keywords, IEEE Terms","transformer, transformer, transformer, transformer","Document Title, Abstract, Author Keywords, IEEE Terms","transformer, transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558057,Investigation of Influence of APCMA-based Wireless Communication on Neural Computation in Wireless Spiking Neural Networks,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558615,BITLITE: Light Bit-wise Operative Vector Matrix Multiplication for Low-Resolution Platforms,"Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, autoencoder, machine learning, precision, deep learning, machine learning","Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","neural network, autoencoder, machine learning, precision, deep learning, machine learning"
10.1109/ISCAS58744.2024.10558042,Tetris-SDK: Efficient Convolution Layer Mapping with Adaptive Windows for Fast In Memory Computing,"Document Title, Abstract, Abstract","convolution layer, convolution layer, cnn","Document Title, Abstract, Abstract","convolution layer, convolution layer, cnn"
10.1109/ISCAS58744.2024.10558574,A Wireless Biosensor Node for Real-Time Crop Monitoring in Precision Agriculture,"Document Title, Author Keywords","precision, precision","Document Title, Author Keywords","precision, precision"
10.1109/ISCAS58744.2024.10557877,An Energy-Efficient Differential Frame Convolutional Accelerator with on-Chip Fusion Storage Architecture and Pixel-Level Pipeline Data Flow,"Author Keywords, Author Keywords","neural network, convolutional neural network","Author Keywords, Author Keywords","neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558514,Algorithm-Hardware Co-Design for Wearable BCIs: An Evolution from Linear Algebra to Transformers,"Abstract, Abstract, Author Keywords, Author Keywords","neural network, transformer, neural network, transformer","Abstract, Abstract, Author Keywords, Author Keywords","neural network, transformer, neural network, transformer"
10.1109/ISCAS58744.2024.10558662,Reconfigurable Precision SRAM-based Analog In-memory-compute Macro Design,Document Title,precision,Document Title,precision
10.1109/ISCAS58744.2024.10558111,Conditional Variational Autoencoders for Hierarchical B-frame Coding,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10558610,A LDO with 5-nA Quiescent Current and Improved Transient Response within a 50-mA Load Current Range,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10558372,CNN Model with Transfer learning and Data Augmentation for Obstacle Detection in Rail Systems,"Document Title, Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","transfer learning, cnn, data augmentation, transfer learning, neural network, convolutional neural network, transfer learning, cnn, machine learning, precision, recall, f1 score, training set, data augmentation, transfer learning, cnn, machine learning, data augmentation, transfer learning, data augmentation, transfer learning","Document Title, Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","transfer learning, cnn, data augmentation, transfer learning, neural network, convolutional neural network, transfer learning, cnn, machine learning, precision, recall, f1 score, training set, data augmentation, transfer learning, cnn, machine learning, data augmentation, transfer learning, data augmentation, transfer learning"
10.1109/ISCAS58744.2024.10557983,CINEMA: A Configurable Binary Segmentation Based Arithmetic Module for Mixed-Precision In-Memory Acceleration,"Document Title, Abstract, Author Keywords","precision, precision, precision","Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/ISCAS58744.2024.10558080,Detection of Fake Images Focused on Few Local Blocks,"Abstract, Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, attention mechanism, cnn, cnn","Abstract, Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, attention mechanism, cnn, cnn"
10.1109/ISCAS58744.2024.10558019,A Flexible and High-Precision Activation Function Unit Based on Equi-Error Partitioning Algorithm,"Document Title, Abstract, Abstract, Abstract","precision, activation functions, precision, mean squared error","Document Title, Abstract, Abstract, Abstract","precision, activation functions, precision, mean squared error"
10.1109/ISCAS58744.2024.10558316,Low DRAM Memory Access and Flexible Dataflow Convolutional Neural Network Accelerator based on RISC-V Custom Instruction,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, pooling layer, neural network, convolutional neural network","Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, pooling layer, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558127,Robust DNA Image Storage Decoding with Residual CNN,"Document Title, Abstract, Abstract, Abstract","cnn, neural network, convolutional neural network, cnn","Document Title, Abstract, Abstract, Abstract","cnn, neural network, convolutional neural network, cnn"
10.1109/ISCAS58744.2024.10558614,A Multi-scale Block PatchMatch-based Unified Algorithm for Efficient 6-D Vision Processing,Abstract,random search,Abstract,random search
10.1109/ISCAS58744.2024.10557857,28 GHz VCO Using Magnetically Tuning Trifilar Transformer in Cryogenic CMOS Application,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558352,A Hardware Efficient Matrix Multiplications Scheme with Dynamic Precisions and Dimensions for Massive MIMO Systems,"Abstract, Author Keywords","precision, precision","Abstract, Author Keywords","precision, precision"
10.1109/ISCAS58744.2024.10558426,High-Precision Noise-Shaping SAR ADC using KT/C Noise Cancellation within CIFF Path for Brain-Machine Interface Application,Document Title,precision,Document Title,precision
10.1109/ISCAS58744.2024.10558132,Accelerating Large-Scale DLRM Inference through Dynamic Hot Data Rearrangement,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558215,A Microwatt/Channel Neural Signal Processor for High-Channel-Count Spike Detection and Sorting,"Abstract, IEEE Terms","clustering, clustering","Abstract, IEEE Terms","clustering, clustering"
10.1109/ISCAS58744.2024.10558146,A Method for Out-of-Distribution Detection in Encrypted Mobile Traffic Classification,"Abstract, Abstract, Abstract, IEEE Terms","long short-term memory, principal component analysis, pca, dimensionality reduction","Abstract, Abstract, Abstract, IEEE Terms","long short-term memory, principal component analysis, pca, dimensionality reduction"
10.1109/ISCAS58744.2024.10557904,Hybrid Event-Frame Neural Spike Detector for Neuromorphic Implantable BMI,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10558294,A Semi-Folded Based High-Power-Efficiency FFT for Frequency Offset Estimate,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10558631,Energy Efficient FPGA-Based Binary Transformer Accelerator for Edge Devices,"Document Title, Abstract, Abstract","transformer, transformer, deep learning","Document Title, Abstract, Abstract","transformer, transformer, deep learning"
10.1109/ISCAS58744.2024.10557911,A 2.793µW Near-Threshold Neuronal Population Dynamics Simulator for Reliable Simultaneous Localization and Mapping,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10558423,Signal Analysis and Detection of COVID-19 Infection with ATR-FTIR Spectroscopy,"Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, support vector machine, principal component analysis, feature selection, svm, pca, neural network, convolutional neural network, cnn, support vector machine, feature selection, svm","Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn, support vector machine, principal component analysis, feature selection, svm, pca, neural network, convolutional neural network, cnn, support vector machine, feature selection, svm"
10.1109/ISCAS58744.2024.10557874,ANN-based Accurate and Fast Post-Route QoR Data Prediction Methodology from Pre-Clock Tree Synthesis by Skipping CTS and Routing,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","ann, artificial neural network, neural network, ann, mse, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","ann, artificial neural network, neural network, ann, mse, machine learning"
10.1109/ISCAS58744.2024.10558063,Power System Events Classification Technology Based on Deep-Learning,"Abstract, Abstract, Author Keywords","neural network, cnn, cnn","Abstract, Abstract, Author Keywords","neural network, cnn, cnn"
10.1109/ISCAS58744.2024.10558474,tinyRadar: LSTM-based Real-time Multi-target Human Activity Recognition for Edge Computing,"Abstract, Author Keywords","long short-term memory, long short-term memory","Abstract, Author Keywords","long short-term memory, long short-term memory"
10.1109/ISCAS58744.2024.10558698,Design of High-Performance and Compact CAM for Supporting Data-Intensive Applications,Abstract,machine learning,Abstract,machine learning
10.1109/ISCAS58744.2024.10558469,Fortifying Strong PUFs: A Modeling Attack-Resilient Approach Using Weak PUF for IoT Device Security,"Abstract, IEEE Terms","machine learning, machine learning","Abstract, IEEE Terms","machine learning, machine learning"
10.1109/ISCAS58744.2024.10558520,Reinforcement-Learning-Based Foggy-Aware Optimal Placement Method for Analog and MixedSignal Circuits,"Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","reinforcement learning, precision, machine learning, reinforcement learning, reinforcement learning","Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","reinforcement learning, precision, machine learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS58744.2024.10558168,PVT-Insensitive Time-Domain-based In-Memory Computation with Improved Linearity for Binary Neural Networks,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10558364,MAGNet: A Convolutional Neural Network with Multi-Scale and Global Attention Modules for Medical Image Segmentation,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, training set, attention mechanism, cnn","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network, convolutional neural network, training set, attention mechanism, cnn"
10.1109/ISCAS58744.2024.10558612,SNN Modeling of Cricket Auditory Network with Izhikevich Model Optimized by PSO,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10558136,Acquisition and Processing of Chromatic Derivatives using FPGA-based Digital Hardware,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10557852,In-memory Machine Learning using Adaptive Multivariate Decision Trees and Memristors,"Document Title, Abstract, IEEE Terms","machine learning, decision tree, machine learning","Document Title, Abstract, IEEE Terms","machine learning, decision tree, machine learning"
10.1109/ISCAS58744.2024.10558079,Case Study: Understanding Internet Anomalies,"Abstract, IEEE Terms, IEEE Terms, IEEE Terms","machine learning, supervised learning, machine learning, supervised learning","Abstract, IEEE Terms, IEEE Terms, IEEE Terms","machine learning, supervised learning, machine learning, supervised learning"
10.1109/ISCAS58744.2024.10558336,RDLNET: Residual Dense Block based Lightweight Network for Video Super-Resolution,"Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep learning, deep learning, deep learning","Abstract, Abstract, Author Keywords, IEEE Terms","neural network, deep learning, deep learning, deep learning"
10.1109/ISCAS58744.2024.10558640,Hybrid-Grained Pruning and Hardware Acceleration for Convolutional Neural Networks,"Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn","Abstract, Abstract, Abstract, Author Keywords","neural network, convolutional neural network, cnn, cnn"
10.1109/ISCAS58744.2024.10557836,Feature Extraction of Neuronal Activity by Attractor Reconstruction in Neural Networks with Delayed Couplings,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10557973,An Automatic PCB Imposition Method based on Reinforcement Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS58744.2024.10558345,Enhancing ML model accuracy for Digital VLSI circuits using diffusion models: A study on synthetic data generation,"Abstract, Abstract","machine learning, data augmentation","Abstract, Abstract","machine learning, data augmentation"
10.1109/ISCAS58744.2024.10558026,A 28.6 mJ/iter Stable Diffusion Processor for Text-to-Image Generation with Patch Similarity-based Sparsity Augmentation and Text-based Mixed-Precision,"Document Title, Abstract, Author Keywords","precision, precision, precision","Document Title, Abstract, Author Keywords","precision, precision, precision"
10.1109/ISCAS58744.2024.10558597,Fast Decoupling Capacitor Optimization for Power Delivery Network Based on Model and Data Fusion Method,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/ISCAS58744.2024.10558607,KARS: Kernel-Grouping Aided Row-Skipping for SDK-based Weight Compression in PIM Arrays,"Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn","Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, cnn"
10.1109/ISCAS58744.2024.10558617,On Optimizing Deep Neural Networks Inference on CPUs for Brain-Computer Interfaces using Inference Engines,"Abstract, Abstract, Abstract","neural network, deep learning, machine learning","Abstract, Abstract, Abstract","neural network, deep learning, machine learning"
10.1109/ISCAS58744.2024.10557933,A Capacitor-Less LDO Regulator Compensated by Adaptive Zero for Zero-Load Stability Enhancement,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10558198,Enhancing Performance of SAR ADC through Supervised Machine Learning,"Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","machine learning, supervised learning, supervised learning, backpropagation, gradient descent, machine learning, supervised learning, machine learning, supervised learning","Document Title, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms, IEEE Terms","machine learning, supervised learning, supervised learning, backpropagation, gradient descent, machine learning, supervised learning, machine learning, supervised learning"
10.1109/ISCAS58744.2024.10557982,A Low-Power Predictive Sampling PPG Sensor,"Abstract, Abstract","mean absolute error, mae","Abstract, Abstract","mean absolute error, mae"
10.1109/ISCAS58744.2024.10558453,Non-Invasive Continuous Real-Time Blood Glucose Estimation Using PPG Features-based Convolutional Autoencoder with TinyML Implementation,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","autoencoder, autoencoder, machine learning, mean absolute error, mae, autoencoder, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords","autoencoder, autoencoder, machine learning, mean absolute error, mae, autoencoder, machine learning"
10.1109/ISCAS58744.2024.10558023,A Delta-Sigma-Based Computing-In-Memory Macro Targeting Edge Computation,"Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning","Abstract, Author Keywords, IEEE Terms","machine learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10558301,Two-Step Spike Encoding Scheme and Architecture for Highly Sparse Spiking-Neural-Network,Abstract,cnn,Abstract,cnn
10.1109/ISCAS58744.2024.10558653,Analysis of Reservoir Computing Using Oscillator Circuit,IEEE Terms,machine learning,IEEE Terms,machine learning
10.1109/ISCAS58744.2024.10557838,An Energy-Efficient Configurable Coprocessor Based on 1-D CNN for ECG Anomaly Detection,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, precision, cnn","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords","cnn, neural network, convolutional neural network, cnn, precision, cnn"
10.1109/ISCAS58744.2024.10558271,MAC-DO: DRAM-Based Multi-Bit Analog Accelerator Using Output Stationary,"Author Keywords, Author Keywords","neural network, deep neural network","Author Keywords, Author Keywords","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558370,Net Fishing Localization: Performance of TDOA-based Positioning Technique in Underwater Acoustic Channels Using Chirp Signals,Abstract,rmse,Abstract,rmse
10.1109/ISCAS58744.2024.10558457,ACNNE: An Adaptive Convolution Engine for CNNs Acceleration Exploiting Partial Reconfiguration on FPGAs,"Abstract, Abstract, Author Keywords, Author Keywords","convolution layer, cnn, neural network, convolutional neural network","Abstract, Abstract, Author Keywords, Author Keywords","convolution layer, cnn, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10557947,A Frequency-domain Features Based Clustering Algorithm for Blood Pressure Estimation with Photoplethysmogram Signal,"Document Title, Abstract, Author Keywords, IEEE Terms","clustering, clustering, unsupervised learning, clustering","Document Title, Abstract, Author Keywords, IEEE Terms","clustering, clustering, unsupervised learning, clustering"
10.1109/ISCAS58744.2024.10558425,A Transformer-Based Deep Learning Model for Sleep Apnea Detection and Application on RingConn Smart Ring,"Document Title, Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","transformer, deep learning, transformer, deep learning, transformer, deep learning","Document Title, Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","transformer, deep learning, transformer, deep learning, transformer, deep learning"
